tickers,market,name,naverTheme,-1,0,1,mmt
272110,KOSDAQ,케이엔제이,"['반도체 재료/부품', 'LED']",0.006,0.037,0.956,dn/dnk
39420,KOSDAQ,케이엘넷,"['SI(시스템통합)', '블록체인']",0.0,0.001,0.999,dn/dnk
83550,KOSDAQ,케이엠,"['황사/미세먼지', '5G(5세대 이동통신)', '통신장비', '화장품', '건강기능식품', '마스크', 'LED', '메르스 코로나 바이러스']",0.013,0.979,0.008,dn/dnk
32500,KOSDAQ,케이엠더블유,"['5G(5세대 이동통신)', '통신장비', 'LED']",0.001,0.07,0.929,dn/dnk
225430,KOSDAQ,케이엠제약,"['화장품', '건강기능식품']",0.96,0.039,0.002,dn/dnk
102370,KOSDAQ,케이옥션,['STO(토큰증권 발행)'],0.0,,1.0,dn/dnk
68100,KOSDAQ,케이웨더,"['황사/미세먼지', '공기청정기']",,,,
106080,KOSDAQ,케이이엠텍,"['휴대폰부품', '스마트폰', '카메라모듈/부품', '2차전지', '2차전지(소재/부품)', '전력저장장치(ESS)', '가상현실(VR)']",,,,
455180,KOSDAQ,케이지에이,"['2차전지(장비)', '2차전지']",,,,
381970,KOSPI,케이카,"['코리아 밸류업 지수(Korea Value-up Index)', '렌터카']",0.0,,1.0,dn/dnk
145270,KOSPI,케이탑리츠,['리츠(REITs)'],0.934,0.052,0.013,dn/dnk
36030,KOSDAQ,케이티알파,['모바일콘텐츠(스마트폰/태블릿PC)'],0.006,0.353,0.641,dn/dnk
64820,KOSDAQ,케이프,['조선기자재'],0.001,0.256,0.743,dn/dnk
24880,KOSDAQ,케이피에프,"['로봇(산업용/협동로봇 등)', '풍력에너지', '자동차부품']",0.008,0.214,0.778,dn/dnk
42040,KOSDAQ,케이피엠테크,"['마스크', '日 수출 규제(국산화 등)', '메르스 코로나 바이러스']",0.097,0.898,0.005,dn/dnk
258610,KOSDAQ,케일럼,['LNG(액화천연가스)'],0.001,0.778,0.221,dn/dnk
274090,KOSDAQ,켄코아에어로스페이스,"['UAM(도심항공모빌리티)', '우주항공산업(누리호/인공위성 등)', '방위산업/전쟁 및 테러', '드론(Drone)', '스페이스X(SpaceX)', '항공기부품']",0.039,0.899,0.063,dn/dnk
89010,KOSDAQ,켐트로닉스,"['갤럭시 부품주', '스마트폰', '자율주행차', '유리 기판', '폴더블폰', '무선충전기술', '전자파']",0.861,0.107,0.032,dn/dnk
220260,KOSDAQ,켐트로스,"['전기차 화재 방지(배터리 열폭주 등)', '2차전지', '2차전지(소재/부품)', '日 수출 규제(국산화 등)', '온실가스(탄소배출권)/탄소 포집·활용·저장(CCUS)']",0.507,0.107,0.386,dn/dnk
52400,KOSDAQ,코나아이,"['지역화폐', '인터넷은행', '삼성페이', '핀테크(FinTech)', 'RFID(NFC 등)']",0.0,0.0,0.999,dn/dnk
402030,KOSDAQ,코난테크놀로지,"['지능형로봇/인공지능(AI)', 'AI 챗봇(챗GPT 등)']",,,,dn/dnk
391710,KOSDAQ,코닉오토메이션,"['로봇(산업용/협동로봇 등)', '스마트팩토리(스마트공장)', '보안주(정보)']",0.0,0.999,0.001,dn/dnk
47770,KOSDAQ,코데즈컴바인,"['남북경협', '패션/의류', '마스크', '日제품 불매운동(수혜)']",0.121,0.853,0.026,dn/dnk
80530,KOSDAQ,코디,"['면역항암제', '화장품', '반도체 장비']",0.015,0.904,0.081,dn/dnk
417310,KOSPI,코람코더원리츠,['리츠(REITs)'],,,,dn/dnk
357120,KOSPI,코람코라이프인프라리츠,['리츠(REITs)'],0.013,0.968,0.018,dn/dnk
104540,KOSDAQ,코렌텍,"['3D 프린터', '의료기기']",0.818,0.18,0.002,dn/dnk
27050,KOSDAQ,코리아나,['화장품'],0.202,0.796,0.002,dn/dnk
7810,KOSPI,코리아써키트,"['CXL(컴퓨트익스프레스링크)', 'PCB(FPCB 등)', '갤럭시 부품주']",0.2,0.798,0.002,dn/dnk
190650,KOSDAQ,코리아에셋투자증권,"['증권', 'STO(토큰증권 발행)']",0.0,0.054,0.946,dn/dnk
123410,KOSDAQ,코리아에프티,"['자율주행차', '자동차부품']",0.788,0.2,0.011,dn/dnk
3690,KOSPI,코리안리,"['손해보험', '생명보험']",0.0,0.001,0.998,dn/dnk
49430,KOSDAQ,코메론,['철강 중소형'],0.002,0.93,0.068,dn/dnk
183300,KOSDAQ,코미코,"['코리아 밸류업 지수(Korea Value-up Index)', '밸류업(25년 기업가치 제고계획 발표)', '태양광에너지', '반도체 장비']",0.002,0.236,0.762,dn/dnk
41960,KOSDAQ,코미팜,"['코로나19(치료제/백신 개발 등)', '코로나19(진단/치료제/백신 개발 등)', '백신/진단시약/방역(신종플루, AI 등)', '아프리카 돼지열병(ASF)']",0.003,0.714,0.283,dn/dnk
89890,KOSDAQ,코세스,"['2차전지(장비)', '메타버스(Metaverse)', '2차전지', '플렉서블 디스플레이', '반도체 장비', '마이크로 LED']",0.868,0.132,0.0,dn/dnk
192820,KOSPI,코스맥스,"['코리아 밸류업 지수(Korea Value-up Index)', '밸류업(25년 기업가치 제고계획 발표)', '지주사', '화장품', '건강기능식품', '음식료업종']",0.0,0.0,1.0,dn/dnk
44820,KOSPI,코스맥스비티아이,['지주사'],0.0,0.003,0.997,dn/dnk
222040,KOSDAQ,코스맥스엔비티,"['건강기능식품', '음식료업종']",0.0,,1.0,dn/dnk
241710,KOSDAQ,코스메카코리아,['화장품'],0.068,0.932,0.001,dn/dnk
5070,KOSPI,코스모신소재,"['2차전지', '2차전지(소재/부품)', '전기차', 'MLCC(적층세라믹콘덴서)']",0.0,0.996,0.004,dn/dnk
5420,KOSPI,코스모화학,"['폐배터리', '리튬', '2차전지', '2차전지(소재/부품)']",0.009,0.193,0.798,dn/dnk
355150,KOSDAQ,코스텍시스,"['5G(5세대 이동통신)', '전기차']",0.039,0.669,0.292,dn/dnk
71950,KOSPI,코아스,"['DMZ 평화공원', '줄기세포']",0.001,0.016,0.983,dn/dnk
166480,KOSDAQ,코아스템켐온,['줄기세포'],0.94,0.057,0.003,dn/dnk
45970,KOSDAQ,코아시아,"['휴대폰부품', '카메라모듈/부품', '시스템반도체', '지주사', 'LED']",0.163,0.83,0.007,dn/dnk
196450,KOSDAQ,코아시아씨엠,"['휴대폰부품', '카메라모듈/부품']",0.527,0.26,0.213,dn/dnk
384470,KOSDAQ,코어라인소프트,"['의료AI', '의료기기']",,,,dn/dnk
2020,KOSPI,코오롱,"['타이어', '종합상사', '화학섬유', '고령화 사회(노인복지)', '석유화학', '풍력에너지', '유전자 치료제/분석', '제약업체', '수소차(연료전지/부품/충전소 등)', '플렉서블 디스플레이', '패션/의류', '모듈러주택', '태양광에너지', '폴더블폰', '지주사', '수자원(양적/질적 개선)', '네옴시티', '두나무(Dunamu)', '탈 플라스틱(친환경/생분해성 등)', '건설 중소형']",0.0,0.0,1.0,dn/dnk
138490,KOSPI,코오롱ENP,"['수소차(연료전지/부품/충전소 등)', '탈 플라스틱(친환경/생분해성 등)']",0.014,0.729,0.257,dn/dnk
3070,KOSPI,코오롱글로벌,"['종합상사', '풍력에너지', '모듈러주택', '태양광에너지', '수자원(양적/질적 개선)', '네옴시티', '건설 중소형']",0.004,0.348,0.648,dn/dnk
102940,KOSDAQ,코오롱생명과학,"['유전자 치료제/분석', '제약업체', '수자원(양적/질적 개선)']",0.002,0.045,0.953,dn/dnk
120110,KOSPI,코오롱인더,"['타이어', '화학섬유', '석유화학', '수소차(연료전지/부품/충전소 등)', '플렉서블 디스플레이', '패션/의류', '폴더블폰', '두나무(Dunamu)']",0.043,0.735,0.222,dn/dnk
950160,KOSDAQ,코오롱티슈진,['고령화 사회(노인복지)'],0.0,0.003,0.997,dn/dnk
21240,KOSPI,코웨이,"['제습기', '황사/미세먼지', '공기청정기', '코리아 밸류업 지수(Korea Value-up Index)', '밸류업(25년 기업가치 제고계획 발표)', '수자원(양적/질적 개선)', '화장품', '여름']",0.0,0.0,1.0,dn/dnk
56360,KOSDAQ,코위버,"['5G(5세대 이동통신)', '양자암호/양자컴퓨팅', '통신장비']",0.008,0.64,0.353,dn/dnk
282880,KOSDAQ,코윈테크,"['스마트팩토리(스마트공장)', '2차전지(LFP/리튬인산철)', '2차전지(장비)', '2차전지(전고체)', '2차전지']",0.428,0.403,0.169,dn/dnk
121850,KOSDAQ,코이즈,"['2차전지', '2차전지(소재/부품)']",0.001,0.998,0.001,dn/dnk
448710,KOSDAQ,코츠테크놀로지,['방위산업/전쟁 및 테러'],,,,dn/dnk
126730,KOSDAQ,코칩,"['2차전지', 'MLCC(적층세라믹콘덴서)']",,,,
15710,KOSDAQ,코콤,"['스마트홈(홈네트워크)', '방위산업/전쟁 및 테러', '드론(Drone)', '스마트그리드(지능형전력망)', 'CCTV＆DVR', '사물인터넷', '음성인식']",0.0,0.031,0.969,dn/dnk
52330,KOSDAQ,코텍,"['치아 치료(임플란트 등)', '고령화 사회(노인복지)', '면역항암제', '밸류업(25년 기업가치 제고계획 발표)', '치매', '카지노']",0.0,0.0,1.0,dn/dnk
322780,KOSDAQ,코퍼스코리아,['영상콘텐츠'],0.074,0.832,0.094,dn/dnk
36420,KOSPI,콘텐트리중앙,"['엔터테인먼트', '영화', '지주사', '영상콘텐츠', '미디어(방송/신문)']",0.011,0.455,0.534,dn/dnk
200130,KOSDAQ,콜마비앤에이치,"['밸류업(25년 기업가치 제고계획 발표)', '화장품', '건강기능식품']",0.993,0.004,0.003,dn/dnk
24720,KOSPI,콜마홀딩스,"['밸류업(25년 기업가치 제고계획 발표)', '밸류업(24년 기업가치 제고계획 발표)', '지주사', '화장품', '마이크로바이옴']",0.0,0.0,0.999,dn/dnk
294570,KOSDAQ,쿠콘,"['지역화폐', '전자결제(전자화폐)', '마이데이터', '스테이블코인']",0.007,,0.993,dn/dnk
192400,KOSPI,쿠쿠홀딩스,"['밥솥', '지주사']",0.0,0.025,0.974,dn/dnk
284740,KOSPI,쿠쿠홈시스,"['제습기', '공기청정기', '여름']",0.0,0.016,0.983,dn/dnk
464490,KOSDAQ,쿼드메디슨,['2025 하반기 신규상장'],,,,
317690,KOSDAQ,퀀타매트릭스,"['의료기기', '치매', '코로나19(진단/치료제/백신 개발 등)', '코로나19(진단키트)']",0.412,0.588,0.0,dn/dnk
432720,KOSDAQ,퀄리타스반도체,"['온디바이스 AI', 'CXL(컴퓨트익스프레스링크)', '자율주행차', '시스템반도체']",,,,dn/dnk
365270,KOSDAQ,큐라클,"['면역항암제', '치매']",0.0,,1.0,dn/dnk
348080,KOSDAQ,큐라티스,"['mRNA(메신저 리보핵산)', '비만치료제', '코로나19(치료제/백신 개발 등)', '코로나19(진단/치료제/백신 개발 등)', '백신/진단시약/방역(신종플루, AI 등)']",,,,dn/dnk
60280,KOSDAQ,큐렉소,"['4차산업 수혜주', '지능형로봇/인공지능(AI)', '고령화 사회(노인복지)', '의료기기']",0.023,0.942,0.035,dn/dnk
372320,KOSDAQ,큐로셀,['유전자 치료제/분석'],,,,dn/dnk
51780,KOSDAQ,큐로홀딩스,"['자원개발', '엔터테인먼트', '영상콘텐츠']",0.9,0.099,0.0,dn/dnk
115180,KOSDAQ,큐리언트,['면역항암제'],0.001,0.003,0.996,dn/dnk
494120,KOSDAQ,큐리오시스,"['의료기기', '2025 하반기 신규상장']",,,,
182360,KOSDAQ,큐브엔터,['엔터테인먼트'],0.001,0.011,0.988,dn/dnk
405100,KOSDAQ,큐알티,"['온디바이스 AI', 'CXL(컴퓨트익스프레스링크)', '시스템반도체', 'HBM(고대역폭메모리)']",,,,dn/dnk
66310,KOSDAQ,큐에스아이,"['메타버스(Metaverse)', '양자암호/양자컴퓨팅', '가상현실(VR)', '마이크로 LED']",0.002,0.326,0.672,dn/dnk
16600,KOSDAQ,큐캐피탈,['창투사'],0.001,0.049,0.951,dn/dnk
355390,KOSDAQ,크라우드웍스,"['지능형로봇/인공지능(AI)', '딥페이크(deepfake)']",,,,dn/dnk
264900,KOSPI,크라운제과,"['日제품 불매운동(수혜)', '음식료업종']",0.025,0.655,0.32,dn/dnk
5740,KOSPI,크라운해태홀딩스,"['DMZ 평화공원', '지주사', '日제품 불매운동(수혜)']",0.019,0.474,0.508,dn/dnk
259960,KOSPI,크래프톤,"['코리아 밸류업 지수(Korea Value-up Index)', '게임', '모바일게임(스마트폰)']",0.0,,1.0,dn/dnk
96240,KOSDAQ,크레버스,"['메타버스(Metaverse)', '교육/온라인 교육']",0.0,1.0,0.0,dn/dnk
40350,KOSDAQ,크레오에스지,['슈퍼박테리아'],0.007,0.418,0.576,dn/dnk
110790,KOSDAQ,크리스에프앤씨,"['패션/의류', '골프']",0.992,0.008,0.0,dn/dnk
900250,KOSDAQ,크리스탈신소재,"['그래핀', '국내 상장 중국기업']",0.472,0.169,0.359,dn/dnk
45520,KOSDAQ,크린앤사이언스,"['황사/미세먼지', '공기청정기', '마스크', '메르스 코로나 바이러스']",0.986,0.013,0.001,dn/dnk
214150,KOSDAQ,클래시스,"['코리아 밸류업 지수(Korea Value-up Index)', '의료기기', '화장품', '미용기기']",0.001,0.521,0.478,dn/dnk
466100,KOSDAQ,클로봇,"['로봇(산업용/협동로봇 등)', '지능형로봇/인공지능(AI)']",,,,
237880,KOSDAQ,클리오,['화장품'],0.999,0.001,0.0,dn/dnk
139670,KOSDAQ,키네마스터,['모바일솔루션(스마트폰)'],0.294,0.701,0.005,dn/dnk
20120,KOSPI,키다리스튜디오,"['웹툰', '모바일콘텐츠(스마트폰/태블릿PC)']",0.467,0.532,0.001,dn/dnk
475430,KOSDAQ,키스트론,['철강 중소형'],,,,
487720,KOSDAQ,키움제10호스팩,['기업인수목적회사(SPAC)'],,,,
489480,KOSDAQ,키움제11호스팩,['기업인수목적회사(SPAC)'],,,,
39490,KOSPI,키움증권,"['증권', 'STO(토큰증권 발행)', '코리아 밸류업 지수(Korea Value-up Index)', '밸류업(24년 기업가치 제고계획 발표)']",0.0,0.0,1.0,dn/dnk
54780,KOSDAQ,키이스트,"['엔터테인먼트', '영상콘텐츠']",0.0,0.0,0.999,dn/dnk
256940,KOSDAQ,킵스파마,"['폐배터리', '제약업체', 'OLED(유기 발광 다이오드)']",,,,
219130,KOSDAQ,타이거일렉,"['PCB(FPCB 등)', '반도체 재료/부품']",0.316,0.675,0.009,dn/dnk
336680,KOSDAQ,탑런토탈솔루션,"['자동차부품', 'OLED(유기 발광 다이오드)']",,,,
360070,KOSDAQ,탑머티리얼,"['2차전지(LFP/리튬인산철)', '2차전지']",,,,dn/dnk
65130,KOSDAQ,탑엔지니어링,"['2차전지(장비)', '카메라모듈/부품', '2차전지', 'OLED(유기 발광 다이오드)', '반도체 장비', '초전도체', 'LED장비']",0.0,1.0,0.0,dn/dnk
134580,KOSDAQ,탑코미디어,['웹툰'],0.027,0.966,0.007,dn/dnk
14580,KOSPI,태경비케이,"['LED', '비료', '구제역/광우병 수혜', '아프리카 돼지열병(ASF)']",0.006,0.901,0.093,dn/dnk
15890,KOSPI,태경산업,"['비철금속', '맥신(MXene)', '페라이트', 'LED']",0.108,0.312,0.58,dn/dnk
6890,KOSPI,태경케미컬,"['콜드체인(저온 유통)', '쿠팡(coupang)', '여름', '마켓컬리(kurly)']",0.011,0.984,0.005,dn/dnk
23160,KOSDAQ,태광,"['화학섬유', '조선기자재', '석유화학', '홈쇼핑', '밸류업(24년 기업가치 제고계획 발표)', '피팅(관이음쇠)/밸브', '원자력발전']",0.002,0.597,0.401,dn/dnk
3240,KOSPI,태광산업,"['화학섬유', '석유화학', '홈쇼핑']",0.0,0.001,0.999,dn/dnk
11280,KOSPI,태림포장,['골판지 제조'],0.004,0.709,0.287,dn/dnk
323280,KOSDAQ,태성,"['온디바이스 AI', 'PCB(FPCB 등)', '전기차 화재 방지(배터리 열폭주 등)', '유리 기판']",0.001,0.934,0.066,dn/dnk
4100,KOSPI,태양금속,['자동차부품'],0.003,0.983,0.014,dn/dnk
9410,KOSPI,태영건설,"['수자원(양적/질적 개선)', 'GTX(수도권 광역급행철도)', '폐기물처리', '건설 중소형']",0.0,0.984,0.015,dn/dnk
44490,KOSDAQ,태웅,"['우주항공산업(누리호/인공위성 등)', '조선기자재', '풍력에너지', '밸류업(25년 기업가치 제고계획 발표)', '원자력발전', '종합 물류']",0.0,0.009,0.991,dn/dnk
124560,KOSDAQ,태웅로직스,"['밸류업(25년 기업가치 제고계획 발표)', '종합 물류']",0.858,0.141,0.001,dn/dnk
1420,KOSPI,태원물산,"['자동차부품', '음식료업종']",0.001,0.141,0.857,dn/dnk
191420,KOSDAQ,테고사이언스,['줄기세포'],0.189,0.102,0.709,dn/dnk
950250,KOSDAQ,테라뷰,"['2025 하반기 신규상장', '지주사']",,,,
66700,KOSDAQ,테라젠이텍스,"['고령화 사회(노인복지)', '유전자 치료제/분석', '제약업체']",0.997,0.003,0.0,dn/dnk
95610,KOSDAQ,테스,"['3D 낸드(NAND)', '시스템반도체', '태양광에너지', 'HBM(고대역폭메모리)', '반도체 장비', '사물인터넷']",0.0,0.003,0.997,dn/dnk
55490,KOSPI,테이팩스,"['2차전지(전고체)', '스마트폰', '2차전지', '2차전지(소재/부품)', '폴더블폰']",0.015,0.405,0.58,dn/dnk
64520,KOSDAQ,테크엘,['스마트폰'],0.091,0.901,0.008,dn/dnk
89030,KOSDAQ,테크윙,"['3D 낸드(NAND)', '시스템반도체', 'HBM(고대역폭메모리)', '반도체 장비']",0.996,0.004,0.0,dn/dnk
54450,KOSDAQ,텔레칩스,"['온디바이스 AI', '자율주행차', '증강현실(AR)', '시스템반도체']",0.984,0.016,0.0,dn/dnk
78000,KOSPI,텔코웨어,"['5G(5세대 이동통신)', '모바일솔루션(스마트폰)']",0.0,0.008,0.992,dn/dnk
200230,KOSDAQ,텔콘RF제약,"['제약업체', '통신장비']",0.799,0.197,0.004,dn/dnk
214420,KOSPI,토니모리,"['면세점', '화장품']",0.005,0.886,0.109,dn/dnk
393210,KOSDAQ,토마토시스템,"['의료AI', '원격진료/비대면진료(U-Healthcare)', '퓨리오사AI']",0.0,0.0,1.0,dn/dnk
215480,KOSDAQ,토박스코리아,"['패션/의류', '출산장려정책', '엔젤산업']",0.182,0.815,0.003,dn/dnk
51360,KOSDAQ,토비스,"['터치패널(스마트폰/태블릿PC 등)', '스마트폰', '전기차 화재 방지(배터리 열폭주 등)', '전기차(충전소/충전기)', '카지노']",0.02,0.978,0.002,dn/dnk
45340,KOSDAQ,토탈소프트,['가상현실(VR)'],0.0,1.0,0.0,dn/dnk
108230,KOSDAQ,톱텍,"['스마트팩토리(스마트공장)', '2차전지(장비)', '2차전지', 'OLED(유기 발광 다이오드)', '마스크']",0.902,0.092,0.006,dn/dnk
199800,KOSDAQ,툴젠,['유전자 치료제/분석'],0.138,0.143,0.719,dn/dnk
417790,KOSDAQ,트루엔,"['보안주(물리)', '사물인터넷']",,,,dn/dnk
290090,KOSDAQ,트윔,"['스마트팩토리(스마트공장)', '지능형로봇/인공지능(AI)']",1.0,,0.0,dn/dnk
26150,KOSDAQ,특수건설,"['철도', 'GTX(수도권 광역급행철도)', '해저터널(지하화/지하도로 등)', '4대강 복원']",0.0,0.001,0.998,dn/dnk
117730,KOSDAQ,티로보틱스,"['로봇(산업용/협동로봇 등)', '지능형로봇/인공지능(AI)', '의료기기', 'OLED(유기 발광 다이오드)']",0.497,0.487,0.016,dn/dnk
33830,KOSDAQ,티비씨,['미디어(방송/신문)'],0.005,0.988,0.007,dn/dnk
57680,KOSDAQ,티사이언티픽,"['보안주(정보)', '모바일콘텐츠(스마트폰/태블릿PC)', '가상화폐(비트코인 등)']",0.136,0.86,0.005,dn/dnk
204610,KOSDAQ,티쓰리,"['드론(Drone)', '게임', '모바일게임(스마트폰)']",,,,dn/dnk
125020,KOSDAQ,티씨머티리얼즈,"['전력설비', '해저터널(지하화/지하도로 등)']",,,,
64760,KOSDAQ,티씨케이,"['코리아 밸류업 지수(Korea Value-up Index)', '밸류업(25년 기업가치 제고계획 발표)', '반도체 재료/부품', '반도체 장비', 'LED장비']",0.516,0.438,0.045,dn/dnk
246710,KOSDAQ,티앤알바이오팹,"['3D 프린터', '의료기기']",0.346,0.651,0.002,dn/dnk
340570,KOSDAQ,티앤엘,['의료기기'],0.0,0.829,0.171,dn/dnk
277880,KOSDAQ,티에스아이,"['2차전지(장비)', '2차전지(전고체)', '2차전지']",0.049,0.919,0.033,dn/dnk
131290,KOSDAQ,티에스이,"['OLED(유기 발광 다이오드)', '반도체 장비', 'LED장비']",0.107,0.89,0.003,dn/dnk
19180,KOSPI,티에이치엔,"['자동차부품', '수소차(연료전지/부품/충전소 등)']",0.954,0.044,0.002,dn/dnk
425420,KOSDAQ,티에프이,['반도체 장비'],,,,dn/dnk
484810,KOSDAQ,티엑스알로보틱스,"['로봇(산업용/협동로봇 등)', '스마트팩토리(스마트공장)']",,,,
131100,KOSDAQ,티엔엔터테인먼트,"['엔터테인먼트', '음식료업종']",0.0,,1.0,dn/dnk
356860,KOSDAQ,티엘비,"['CXL(컴퓨트익스프레스링크)', 'PCB(FPCB 등)']",0.0,,1.0,dn/dnk
217590,KOSPI,티엠씨,"['조선기자재', '2025 하반기 신규상장', '통신장비']",,,,
363280,KOSPI,티와이홀딩스,['지주사'],0.0,0.0,1.0,dn/dnk
321550,KOSDAQ,티움바이오,"['유전자 치료제/분석', '면역항암제']",0.0,0.011,0.989,dn/dnk
91810,KOSPI,티웨이항공,['항공/저가 항공사(LCC)'],0.952,0.045,0.003,dn/dnk
4870,KOSPI,티웨이홀딩스,['항공/저가 항공사(LCC)'],0.965,0.034,0.001,dn/dnk
425040,KOSDAQ,티이엠씨,"['2차전지(장비)', '2차전지', '반도체 재료/부품', '반도체 장비']",,,,dn/dnk
241790,KOSDAQ,티이엠씨씨엔에스,"['2차전지(장비)', '2차전지', '반도체 재료/부품', '반도체 장비']",0.002,0.934,0.064,dn/dnk
22220,KOSDAQ,티케이지애강,"['수자원(양적/질적 개선)', '재난/안전(지진/화재 등)']",,,,
104480,KOSDAQ,티케이케미칼,['석유화학'],0.815,0.181,0.004,dn/dnk
81150,KOSDAQ,티플랙스,"['니켈', '비철금속', '희귀금속(희토류 등)', '맥신(MXene)', '전기차', '원자력발전']",0.005,0.276,0.719,dn/dnk
130740,KOSDAQ,티피씨글로벌,"['로봇(산업용/협동로봇 등)', '자동차부품']",0.017,0.979,0.004,dn/dnk
84730,KOSDAQ,팅크웨어,"['자율주행차', '증강현실(AR)']",0.981,0.019,0.0,dn/dnk
34230,KOSPI,파라다이스,"['밸류업(25년 기업가치 제고계획 발표)', '호텔/리조트', '카지노']",0.99,0.01,0.0,dn/dnk
33540,KOSDAQ,파라텍,"['우크라이나 재건', '재난/안전(지진/화재 등)']",0.685,0.301,0.014,dn/dnk
388870,KOSDAQ,파로스아이바이오,['의료AI'],,,,dn/dnk
43200,KOSDAQ,파루,"['태양광에너지', '슈퍼박테리아', '백신/진단시약/방역(신종플루, AI 등)', '태풍 및 장마', '메르스 코로나 바이러스', '아프리카 돼지열병(ASF)']",0.016,0.565,0.419,dn/dnk
214450,KOSDAQ,파마리서치,"['코리아 밸류업 지수(Korea Value-up Index)', '의료기기', '화장품', '미용기기', '보톡스(보툴리눔톡신)']",0.0,0.001,0.999,dn/dnk
5690,KOSPI,파미셀,"['mRNA(메신저 리보핵산)', '모더나(MODERNA)', '줄기세포', '코로나19(진단/치료제/백신 개발 등)', '화장품', '코로나19(진단키트)', '화이자(PFIZER)', '엠폭스(원숭이두창)']",0.004,0.237,0.759,dn/dnk
177830,KOSDAQ,파버나인,['키오스크(KIOSK)'],0.995,0.005,0.0,dn/dnk
37070,KOSDAQ,파세코,"['제습기', '황사/미세먼지', '겨울', '여름', '리모델링/인테리어']",0.521,0.439,0.04,dn/dnk
150900,KOSDAQ,파수,"['밸류업(25년 기업가치 제고계획 발표)', '딥페이크(deepfake)', '보안주(정보)', '재택근무/스마트워크', '마이데이터', '블록체인']",0.379,0.617,0.004,dn/dnk
37030,KOSDAQ,파워넷,"['2차전지(LFP/리튬인산철)', '2차전지']",0.0,0.038,0.962,dn/dnk
47310,KOSDAQ,파워로직스,"['전기자전거', '바이오인식(생체인식)', '휴대폰부품', '갤럭시 부품주', '스마트폰', '폐배터리', '카메라모듈/부품', '2차전지', '2차전지(소재/부품)', '전기차', '전력저장장치(ESS)', '초전도체']",0.991,0.009,0.0,dn/dnk
368770,KOSDAQ,파이버프로,"['UAM(도심항공모빌리티)', '우주항공산업(누리호/인공위성 등)', '방위산업/전쟁 및 테러']",0.0,0.031,0.969,dn/dnk
170790,KOSDAQ,파이오링크,"['클라우드 컴퓨팅', '통신장비', '보안주(정보)', '마이데이터']",0.525,0.469,0.006,dn/dnk
38950,KOSDAQ,파인디지털,"['자율주행차', '음성인식']",0.999,0.001,0.0,dn/dnk
387570,KOSDAQ,파인메딕스,['의료기기'],,,,
441270,KOSDAQ,파인엠텍,"['휴대폰부품', '폴더블폰']",,,,dn/dnk
106240,KOSDAQ,파인테크닉스,['LED'],0.001,0.997,0.003,dn/dnk
131760,KOSDAQ,파인텍,"['터치패널(스마트폰/태블릿PC 등)', '2차전지(장비)', '2차전지', '자동차부품', '양자암호/양자컴퓨팅', '플렉서블 디스플레이', '태양광에너지', '폴더블폰', 'OLED(유기 발광 다이오드)']",0.711,0.287,0.002,dn/dnk
65690,KOSDAQ,파커스,['LED'],0.055,0.922,0.023,dn/dnk
140860,KOSDAQ,파크시스템스,"['코리아 밸류업 지수(Korea Value-up Index)', '반도체 장비']",0.0,0.0,1.0,dn/dnk
91700,KOSDAQ,파트론,"['바이오인식(생체인식)', '갤럭시 부품주', '스마트폰', '카메라모듈/부품', '자동차부품', '삼성페이', '밸류업(24년 기업가치 제고계획 발표)', 'RFID(NFC 등)', '음성인식']",0.008,0.985,0.007,dn/dnk
32800,KOSDAQ,판타지오,"['음원/음반', '엔터테인먼트']",0.003,0.902,0.095,dn/dnk
318010,KOSDAQ,팜스빌,"['건강기능식품', '음식료업종']",0.064,0.91,0.026,dn/dnk
36580,KOSPI,팜스코,"['사료', '아프리카 돼지열병(ASF)', '마켓컬리(kurly)']",0.12,0.615,0.265,dn/dnk
27710,KOSDAQ,팜스토리,"['사료', '스포츠행사 수혜(올림픽, 월드컵 등)', '육계', '여름', '구제역/광우병 수혜', '아프리카 돼지열병(ASF)']",0.933,0.067,0.0,dn/dnk
4720,KOSPI,팜젠사이언스,"['제약업체', '코로나19(진단/치료제/백신 개발 등)', '코로나19(진단키트)', '마이코플라스마 폐렴', '엠폭스(원숭이두창)']",0.294,0.685,0.021,dn/dnk
225590,KOSDAQ,패션플랫폼,['패션/의류'],0.054,0.884,0.062,dn/dnk
54300,KOSDAQ,팬스타엔터프라이즈,"['2차전지(LFP/리튬인산철)', '퓨리오사AI', '쿠팡(coupang)']",0.004,0.839,0.157,dn/dnk
68050,KOSDAQ,팬엔터테인먼트,"['엔터테인먼트', '영상콘텐츠']",0.0,0.999,0.001,dn/dnk
28670,KOSPI,팬오션,"['LNG(액화천연가스)', '해운']",0.001,,0.999,dn/dnk
222110,KOSDAQ,팬젠,['바이오시밀러(복제 바이오의약품)'],0.025,0.171,0.803,dn/dnk
271830,KOSDAQ,팸텍,"['스마트팩토리(스마트공장)', '카메라모듈/부품', '자율주행차', '반도체 장비']",,,,dn/dnk
10820,KOSPI,퍼스텍,"['로봇(산업용/협동로봇 등)', '지능형로봇/인공지능(AI)', 'UAM(도심항공모빌리티)', '우주항공산업(누리호/인공위성 등)', '방위산업/전쟁 및 테러', '드론(Drone)', 'DMZ 평화공원', '우크라이나 재건']",0.0,0.0,1.0,dn/dnk
263750,KOSDAQ,펄어비스,"['메타버스(Metaverse)', '게임', '모바일게임(스마트폰)']",0.049,0.585,0.366,dn/dnk
